gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
NCDN,14.5319751990164,0.0343169854488018,0.134195152892085,0.346048397803768,0.790053470258588
ZFP64,57.3301682317071,0.0294691231565853,0.0938961156247481,0.379024881404885,0.812680316173921
MNAT1,318.685224157463,0.00884124797205289,0.0694401487824974,0.759079218640115,0.948947954488059
SAMD4A,763.512105520748,-0.77412633353944,0.399019074600844,0.000430703563238822,0.0252669764664408
MRE11,55.4607586091497,-0.00229313908986799,0.0817705286036161,0.939384581719847,0.990133234625952
PLEKHB1,11.1130235073366,0.0297224336746962,0.15382751155187,0.427988182133043,0.839829119217859
SPAST,90.546116624354,0.0131441968683398,0.0841935496677784,0.670160414582695,0.927364164826106
NRXN3,937.623603960924,0.0315206734271623,0.161058535262162,0.411992617947626,0.831512912907923
OSBPL5,66.5528846260126,-0.0438920679639161,0.124501064170762,0.243167106514102,0.710249356176389
AQR,102.791410775177,-0.00143123969888533,0.0483753280358528,0.949229102339156,0.990678820337242
CPS1,58.2416109062577,0.0226317644469338,0.143597157880355,0.526544800017005,0.880068148890083
FHL1,52.048130900684,-0.00604566749330426,0.089379226765869,0.843539161661842,0.971092713514061
RTF2,40.5283657833477,-0.0100982776307643,0.086080693201186,0.742448456012397,0.945122207000356
SLC45A4,30.5210937717652,-0.00202612520740058,0.08504600733031,0.946748354403852,0.990619841984657
RNF10,52.917242441015,-0.025758672433205,0.0810213541098134,0.419162206808014,0.835485511904508
ZNF839,20.7882131263044,-0.0156489911803326,0.0945220624757054,0.620079031516236,0.911282341768226
ZDHHC6,15.6453919626092,-0.240370186146754,0.303501423909547,0.011890521281718,0.180923033207866
GRAMD1B,127.707423323762,0.878850879309582,0.500384024997701,0.000611347648860784,0.0306697000411749
RNH1,17.642833462638,-0.0466002642015305,0.128802922925033,0.224829562311164,0.693956074748622
NDUFS1,105.038686352737,0.0201056150353424,0.074944851621509,0.508767082623645,0.872189852122574
RB1CC1,186.304149712656,-0.00444603635062097,0.066863436948367,0.874790773078179,0.977621753772298
ERP44,82.1182037875339,-0.0288192419485038,0.073815168103546,0.350784331740421,0.793562415114926
ALAS1,10.7340246312144,-0.00887678734666876,0.0927133377397579,0.773920149963631,0.951390856320407
AKAP11,86.6788691543798,0.0125863319319983,0.0663564637566308,0.656223013566552,0.92528588585352
GLRX2,9.65489849797841,-0.0583911112657446,0.170724169035738,0.181263412411836,0.63870471615809
SNAPC1,23.5425168673124,-0.16686001868345,0.216132640058129,0.0193316106484818,0.23579451848962
DERA,52.8790807430851,-0.0146395585745076,0.0808997812125496,0.633850204262713,0.916094621411205
STRAP,30.2599165275645,-0.00497123278121304,0.0796735996393261,0.86866313254633,0.976267599195028
ABCC2,14.7832597523703,-0.0172294469880561,0.13333262140725,0.614953563643529,0.90984230870711
PLEKHO1,27.9338851893938,-0.0211202486081555,0.096991186357238,0.513724535993404,0.874718651538277
GCLM,18.5322628984992,-0.104196617725111,0.199489617285944,0.0622413451627225,0.415403327642539
