gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
FUBP3,98.8179497804344,-0.011265362381527,0.076624983935247,0.707726072514786,0.937441800044551
CREB3,9.12264588805611,-0.0550435966873724,0.182273005199088,0.211065419184564,0.677895906711339
RGP1,22.8475947165438,0.00902581453109919,0.0873769524012574,0.768885467876869,0.949875811088192
MPDZ,178.558387153083,-0.023411139167409,0.0863404720497686,0.466204752897898,0.858924679521927
EDF1,20.054248741751,-0.0131024861922235,0.0963017515265978,0.676136856562738,0.929048923927026
PIP5K1B,28.8377131345178,0.0247749038239725,0.14775509926219,0.49563972065132,0.866091552564922
GLIS3,774.23305711751,-1.12314694611906,0.655570794151179,0.000462125290542516,0.0262601053725344
BAG1,6.81033173317209,-0.00200370576937233,0.10423924487775,0.948596272671143,0.990678820337242
RAPGEF1,167.369277370397,0.0393082952781991,0.10625543508076,0.273091358345995,0.731162174257266
NPDC1,29.4112799845583,-0.00741186939613395,0.083352129895801,0.807510199502386,0.960629220957066
APBA1,167.643845040021,-0.000138673695018395,0.0718149160722931,0.996195482037628,0.999530027584197
SETX,141.590168544135,-0.05105910400751,0.0870892013571766,0.159790887008806,0.610740432016442
SH3GL2,43.7590415048368,0.0137758093267758,0.109519026227844,0.667004831773591,0.92725378370714
PTGDS,30.6490780127615,0.427279664260685,0.435329360987624,0.0046976530285934,0.106474215147136
ABCA2,32.5166127924143,0.0934334021543821,0.181976844744886,0.0731915405855393,0.446059109072174
SHB,65.2410781289451,-0.0524254108437324,0.153605306323157,0.202894276300995,0.667332918777832
UBE2R2,139.905563363657,-0.0137106752110597,0.0659860408223693,0.627012923628424,0.913776484219663
ABHD17B,40.2916157286564,-0.00490804680447558,0.0761766356693228,0.86884141111864,0.976267599195028
EXOSC3,42.4928074817011,-0.00240786584441432,0.0768501417184857,0.935479752650638,0.990133234625952
ZFAND5,58.4065506730877,0.0347430514514998,0.10948670709025,0.322290395189251,0.771280806681329
DVL1,11.5261073129477,0.0461312231246149,0.137059102639364,0.234213521061749,0.702545466345789
CCNJ,8.94536690866174,-0.0223095385218014,0.104759211431645,0.496411392243975,0.8662454654352
ATRNL1,535.991928420173,-0.04390337806355,0.148994627533365,0.262716908372972,0.723300971616976
HPS1,10.755408058066,-0.101418185859547,0.25253951230312,0.0885969250222271,0.488403278628277
PHYH,7.43611202080076,0.00905656148040289,0.125136355430844,0.783404398687077,0.952826545279443
RASSF4,69.9567482469594,0.0740101951229313,0.208637218142145,0.138736238584035,0.583295460525293
DNMBP,44.7256826904684,-0.0737685344714707,0.214452062525856,0.14355053475874,0.591159017343537
RAB11FIP2,37.6254979246312,-0.0305696749287424,0.101216651628191,0.368719182294239,0.80626687853558
ERLIN1,16.3728545185189,-0.000727192342316167,0.0947787666740397,0.981084178900343,0.996412863656371
EIF3A,73.9455873475218,-0.0175930639523658,0.0986511452695773,0.581721312381674,0.899899043850893
CUBN,29.3373422185819,-0.334983127087948,0.497537907022174,0.0127579393088015,0.186318748249122
TRDMT1,35.0706835476528,-0.0141038299292065,0.0870172360862709,0.650250761393762,0.922546658692065
DDX50,53.1987479532118,-0.0240557257272103,0.102410322993275,0.465624395766836,0.858707218319558
MAPK8,206.701281622264,-0.00801382422183032,0.0944239123027243,0.795389926724821,0.95886312307694
SEC23IP,42.925492110276,0.00443069956897211,0.0916429049713743,0.885035871915617,0.979831957919506
ATE1,111.835088559013,0.0234281658585113,0.0792169986632976,0.455420908126407,0.853602733849557
NSMCE4A,12.3871325470598,-0.00628908860546731,0.0897045918382832,0.837444686805268,0.968363563969058
PLEKHA1,37.366411624519,0.00720300040724833,0.0809878841228129,0.811806974427866,0.961376508960923
PALD1,30.0973232869448,0.00340386918074294,0.113893416723549,0.914627593639459,0.988329055564298
UNC5B,18.8546109077578,-0.145697268206074,0.321664169297512,0.0529529609093517,0.388069394698128
CDH23,31.9728226746331,0.0494963648971751,0.196113580491132,0.263705604264939,0.724215275901896
SPOCK2,9.91916313789297,0.03386752130239,0.151277938512641,0.370062817917132,0.806443690808145
MICU1,95.0162143882592,-0.0107764722259344,0.0838348706948949,0.72517527814979,0.941841114808616
PPP3CB,107.721762475695,0.0363768458716716,0.0883027815417073,0.287543015963377,0.744630833995873
CCSER2,161.645880385247,0.0981205997451719,0.176967694186488,0.0635278014917889,0.419834148457166
BMPR1A,142.346489092762,-0.0280483328270205,0.0879913886923188,0.393914807005953,0.820969674257149
MINPP1,20.1711904011732,-0.0281354132804508,0.100265528410323,0.401696027843766,0.824071599175671
LIPA,31.4056767810465,0.0238878223288622,0.105244639513066,0.469886038878151,0.860028653447715
LZTS2,13.2992313693119,0.00733674179390609,0.126539191776876,0.824154288030098,0.965230833460572
SFXN3,10.8770074005516,-0.119399202622607,0.237541365052777,0.0555644861487307,0.395147205767071
FBXW4,56.1195721646983,0.248456200663824,0.183155635126892,0.00328638378096133,0.0838377479440987
TNKS2,66.3786989974113,0.012499161514053,0.0736112031239227,0.673905699773675,0.928537042092205
GBF1,107.759480905422,-0.0209921634330383,0.079373124241185,0.500525692608982,0.868849401855458
ARHGAP21,354.340873338,-0.0150334269649693,0.0775451038183179,0.621074618541158,0.912136780537541
CPEB3,66.8336261730911,0.0482106948641701,0.129683316870247,0.213762218058374,0.681204701103197
CUEDC2,9.98473458982117,0.00939171015660413,0.102630829827435,0.764170431406354,0.949834566098088
SUFU,30.5634707145799,-0.00511188819543549,0.0892855150714086,0.867279490667793,0.97623226904373
ANKRD26,107.334427483205,0.00111879003373226,0.0688126255138126,0.968767304067425,0.993862568081608
ACBD5,25.608549485734,0.0589648869193912,0.125891070093082,0.149934267604816,0.598304314040037
LHPP,20.5870412686322,0.0493907477503525,0.110422204143056,0.195418450000802,0.658483802693864
LARP4B,107.995013759584,-0.0221784589961594,0.0752121739790706,0.469168901750416,0.860028653447715
GTPBP4,29.5940274827783,0.00337166002405602,0.104661522648803,0.913747947361863,0.988329055564298
EDRF1,41.8070547427952,-0.023383608369694,0.0923419750273809,0.471540769259084,0.860149864468712
BCCIP,24.5204471802342,-0.012884894522003,0.0941802846307557,0.680330718295295,0.929151799305935
MTPAP,15.6700628778271,0.126144519947852,0.200094948651477,0.0384676794369641,0.336885988109499
NEURL1,6.80527107979699,0.0452273564952099,0.15530579197973,0.25748985338363,0.718311619839395
SH3PXD2A,25.2445742910393,-0.0112064805419138,0.113122264413455,0.726553662218331,0.941841114808616
PITRM1,25.5939812045528,-0.00929621034219338,0.0920211621725703,0.763590368412379,0.949834566098088
STN1,9.15202257773663,-0.014328425211762,0.123290305414822,0.664993298333858,0.927011151173231
GLRX3,32.4877377824119,-0.0287782283665485,0.0988290751509944,0.391779170360853,0.819224320304609
SORCS1,34.8250604676255,0.0205140249029067,0.145891493993353,0.566485186209306,0.895453760599799
XPNPEP1,20.6370912513053,0.00895809367224317,0.0867838717928268,0.770349989778097,0.950078899096053
SMC3,46.1927877726257,-0.00980413207029365,0.0878773646506189,0.750174324662511,0.945306214119488
SHOC2,64.0372628372668,-0.0198175976726546,0.0837493559253011,0.529114193010245,0.881734423098379
TFAM,13.3923628092216,-0.0157098287023952,0.11087181829409,0.626526928161739,0.913653353035666
CCDC6,88.3803043223283,0.00655362481502978,0.0943657450842999,0.831609700902498,0.966838001921938
CUL2,42.8889995192645,-0.0113545517457228,0.0760449461938855,0.704899052051405,0.937150518485705
CCNY,191.806737458214,-0.0312531063551866,0.103394171058309,0.361016124778281,0.800690621211716
UBE2S,10.8212543643211,-0.116850058622931,0.231459101440947,0.0565725204571721,0.398941296196995
RPL28,39.5109510848547,0.0139708496726254,0.0909336792741151,0.654962590875291,0.924426305426103
ZMIZ1,241.39078328836,0.0661621465418372,0.125850053081892,0.12038390077776,0.556134759019282
PBLD,11.4383733571156,0.00484180935733704,0.101255990062225,0.875904273088418,0.977621753772298
TSPAN14,16.8742861105074,0.0224415921344615,0.100267984028452,0.491849241422879,0.865488700675507
LGI1,17.8431958225126,0.151420392872844,0.365696672303198,0.0556223008742616,0.395323881139536
TBC1D12,41.6127638410794,0.00678936938834081,0.0736944086809246,0.817767071068934,0.963239506873271
NUFIP2,127.876151528233,-0.0762473169313107,0.125432117527979,0.089526055664722,0.490254613525665
GIT1,28.4722945114445,0.0373889689984556,0.1179448542507,0.298788350733951,0.752936596321999
RPL19,23.19141186132,-0.0495223402819484,0.145490735389924,0.215863025485097,0.682913994863572
FBXL20,169.977548117044,-0.00498052835993664,0.0764393888624298,0.867060984768947,0.97623226904373
RUNDC3A,12.3118243705678,0.130768058459631,0.288633398058156,0.0588330920137024,0.405443462800301
UBTF,41.5907866484709,0.00018541003627771,0.0822739857764018,0.995096659579329,0.999205531584831
PSMD3,23.6769563509665,0.0406134291836217,0.106923255216207,0.261326096547552,0.721459796823658
CASC3,61.4438432247596,-0.0773335785559816,0.123926114152106,0.0862715417223643,0.48422373585029
RAPGEFL1,16.4746052136814,0.0155868638908341,0.0960331766754839,0.621965095247278,0.912579713203782
RGS9,6.72004443650161,-0.024756793663093,0.141576780003651,0.488633963965493,0.863952471975032
RAD51C,33.7018424940649,-0.0827496137809577,0.134436045366019,0.0773812840551289,0.458261180431936
MTMR4,47.5185141164022,0.00416049528660647,0.0781308272678548,0.889352057667503,0.981598628765235
TRIM37,85.2836567839216,0.00682852161668722,0.0725488286403838,0.815713276772383,0.962861218787619
DHX40,46.2724580179436,-0.0690537019552962,0.122889636530567,0.109342249892654,0.532715796917073
TUBD1,26.2738211679608,-0.0826392290218495,0.130108355509329,0.0762574868392726,0.455796244866839
KPNB1,131.031673516369,0.000840544549711663,0.0648441068045738,0.9758295031664,0.995948915868675
GOSR2,63.8087888562824,-0.130601942189968,0.173989989114282,0.0298322976801729,0.2973310467043
RPS6KB1,78.7184747451727,-0.0178140874215627,0.0780389054726111,0.561711553875659,0.893581203525163
CDK5RAP3,44.0002088502062,-0.0432860659511771,0.114905562159143,0.242519654912871,0.709741435783578
CBX1,27.7747268075047,-0.00875723870626434,0.098227181675116,0.778134458741075,0.951390856320407
RECQL5,22.5706979281554,-0.109227876326287,0.194547045038954,0.0539068617620829,0.39057331067881
PIGL,111.169109797673,0.0288066546470354,0.0812275512068595,0.3720461082211,0.807975518487771
INTS2,47.1631338538947,0.0162591502356025,0.0774521696334191,0.593913844078243,0.904868127294368
CAMTA2,25.2018468767286,-0.035326399874719,0.117829337177699,0.320854037115401,0.769568085469684
MED13,228.247654086096,0.0330200679084743,0.0842743723438169,0.320370344983182,0.769568085469684
PFN1,12.9963248190373,-0.028731616415889,0.110875232702666,0.399154040501044,0.823102553793623
RNF167,10.2404628724103,0.00711826277114443,0.0987002387180094,0.818394093148616,0.963239506873271
SLC25A11,5.63238453988812,-0.000695428803516363,0.106216122047529,0.982205164650917,0.996437977307303
RASD1,8.9127986579103,-0.028264973850416,0.160354668762545,0.456837042888779,0.854111080108242
CHRNE,7.38438841744756,0.0187394208110752,0.103554126180744,0.561389734203867,0.893306292382796
RAI1,99.5595696072818,-0.0216805654578138,0.0801961391541671,0.488969880607016,0.863952471975032
NUP88,71.3434511369235,-0.0134900006569386,0.0873748954719902,0.664122272939442,0.927011151173231
C1QBP,9.48438736963105,-0.012997751992603,0.102484486277164,0.680726437299462,0.929151799305935
BLMH,40.9631785033303,-0.0868139499557669,0.127319904510809,0.0671991759409188,0.43236058204629
CPD,82.154723015494,-0.101221833785592,0.167163374033173,0.0559878676855855,0.397215700325544
GOSR1,88.7135460057915,0.0167262384966913,0.0732056122431197,0.575727010786442,0.897018255555482
CCDC47,47.981986970742,0.017821896156582,0.0883433598674281,0.572305954569602,0.896372894666578
MED31,13.6997150651914,-0.0379077695415741,0.127894753717149,0.300635592787928,0.754059219851491
DRG2,15.032295893736,-0.0116557000846427,0.0983374882914088,0.709650477857756,0.938058816878109
FTSJ3,17.6788221401059,-0.0369430023881787,0.12697667882939,0.310009486003145,0.762239046219875
AKAP10,124.857408602782,-0.045868218543494,0.082920125815797,0.186785839306967,0.643922430503316
SMARCD2,18.3220414993202,0.0986158164585226,0.223727579334081,0.0811796250880113,0.47100607971308
B9D1,36.0366376357802,-0.0168105511095008,0.0854128591836614,0.591023926043621,0.902996055895955
UTP6,46.22982387413,-0.0638050055003045,0.123521383404759,0.128272372027007,0.568781708803184
DDX5,291.679550156518,-0.0896714425193805,0.151589720518312,0.0692835791420737,0.438594144877083
C17orf75,20.8986108664848,0.00947824924535806,0.086910335438561,0.757724856653513,0.948099390344315
CYTH1,113.181441294169,0.00430848139054402,0.0826904972931926,0.886773352364828,0.980758693948742
PSMD11,67.01128441946,-0.0467553702988891,0.10157791018053,0.208237806919474,0.673710551798299
LGALS3BP,16.0415895784792,0.0103503507775137,0.110634970318242,0.744937819033677,0.945306214119488
ASIC2,26.2218231370613,0.60849297464275,0.662650196211648,0.00379452544882979,0.0926925150618026
KAT2A,33.867642283071,0.00861909107367012,0.0837747698811374,0.777571293013132,0.951390856320407
RAB5C,30.2130265697983,-0.0171631308885616,0.0775381386888486,0.574613086140661,0.896725682563763
NAGLU,22.6691338194009,-0.0587484106169621,0.145706019057017,0.161489379391463,0.611613371422682
MLX,12.2289818024428,-0.0593355181932847,0.162018289003689,0.169552011571799,0.621782103243038
CNTNAP1,27.9239124134059,-0.411290403193357,0.431901745264906,0.0051965631049628,0.11241415967548
EZH1,62.216050645287,0.0177736777944598,0.084150215911584,0.570113130839944,0.896193989990221
PPP1R9B,12.4610285111983,-0.0454069699011085,0.16599147520155,0.266743721967908,0.726413156131567
MRPL27,12.8990684184766,-0.0298676678305324,0.113073120661491,0.384886516352953,0.816292853716664
VAT1,7.49146895529956,-0.0165829952602301,0.110966185036703,0.60855395569233,0.908477289860815
LRRC59,11.1948891142037,-0.121741273687609,0.210790257491607,0.0450665902454744,0.361678994004844
RND2,11.8180243409816,0.115075181172859,0.258655590591455,0.0684044473975369,0.436777953206711
HDAC5,40.2421061928163,-0.0592438821987786,0.143202767808535,0.157558348754611,0.609078063175369
ABCC3,33.1577506291725,-0.831963235059743,0.840062047982439,0.00132525663217835,0.0486848356792875
LUC7L3,536.519272555946,-0.0146547696826507,0.0640038324515905,0.596912538103262,0.90604426389258
MPP2,18.6590212040813,-0.080889262984387,0.187380500542962,0.103795102434263,0.521870411811156
SMURF2,144.846222811798,-0.00235688044609914,0.0615668229857808,0.930248426969019,0.990008800772616
DUSP3,13.4567161332433,-0.0446999685320076,0.147871803314996,0.254868586062013,0.715393603085809
EFTUD2,66.6515718641884,0.00389714974086651,0.0901152321830146,0.898579104224589,0.984999280272149
HLF,15.6318970377553,0.0168917845394528,0.115535017281601,0.605503781226944,0.908477289860815
PRKAR1A,54.2444852112996,-0.0166115359987869,0.0871246146577041,0.596362245768596,0.905799762701477
YWHAE,143.368982554214,-0.000525423259719062,0.0524349362359734,0.98255564230611,0.996437977307303
MMD,9.2227055355535,0.00461721238218163,0.100804010218382,0.881511454156484,0.97895398322725
DPH1,21.7728404136196,0.00595826338543201,0.0909828851691615,0.846025759443549,0.972214371928543
MAP2K6,37.5288177147513,-0.00212991304751194,0.102943630671338,0.945248798768354,0.990332836517295
DHRS7B,64.6487127284149,0.0200576785523023,0.0744070024190624,0.508422443172771,0.872189852122574
WSB1,480.581828792037,-0.0535220718504219,0.0987303116732736,0.162310749793761,0.611613371422682
SLC9A3R1,8.72409737799082,0.0100345055139217,0.102391234265132,0.748823856041963,0.945306214119488
MYH3,9.17758218689272,-0.0055460693730515,0.111005264664545,0.860652826179861,0.97585977146039
NAT9,16.2782600809504,-0.0327209708235294,0.110305688193595,0.346501365435412,0.790053470258588
TMEM104,24.521754982074,0.0175286306694892,0.0855358716825693,0.576294611959096,0.897018778871093
TNFAIP1,15.3284594646035,-0.178229270778723,0.255273841648054,0.0209809701167481,0.247600228050994
IFT20,12.6107738338134,0.0271560795560232,0.114968814210268,0.424734473949463,0.838973038328511
CDR2L,7.12955002500747,-0.0101400318672301,0.122521489226417,0.756861356257345,0.947903485118961
PMP22,39.0164284453699,0.0310082142668272,0.132316995226869,0.385822384399591,0.816292853716664
ALDOC,8.88362825674502,0.138086437734315,0.358461757562878,0.0654840236313603,0.425992069039798
SUPT6H,116.367377320024,0.00976480101370838,0.0803424244182273,0.747538576300684,0.945306214119488
PHF12,89.2403962885536,0.0496091391517905,0.101073510671741,0.188228541256885,0.646014335095131
TMEM33,36.6766713118901,-0.00427862237184093,0.0830243609251601,0.887623508097883,0.981066174603025
SLAIN2,103.269686684502,-0.0376230825171706,0.102250190821224,0.287400227028067,0.744630833995873
OCIAD1,113.751150464048,-0.0167154794364325,0.0660438236570514,0.554940379301538,0.891471010821218
DCUN1D4,112.508555179486,-0.0225411257337315,0.0771617459194564,0.467118181318502,0.859405707228609
USP46,42.9788798279258,0.288436997223906,0.25874454745231,0.00425803856122567,0.100499768403732
CHIC2,276.46691108747,-0.0174155756645683,0.108251600156969,0.590017804947125,0.902863197486907
LAMTOR3,14.1696938796254,0.0397131212072554,0.121143087386571,0.277840231096664,0.737014241338275
NFKB1,104.909621696327,0.0380587115785638,0.0960818112566158,0.278675278796442,0.738009546804562
MANBA,70.6921637725445,-0.0373185923987055,0.0960988468323223,0.286271623876106,0.743425767874055
UBE2D3,169.875956502122,-0.0941421394256287,0.105858105549081,0.0463368225860628,0.365757562021401
MAPK10,760.500979687309,0.13854632938648,0.155206333321685,0.0222787397079504,0.256236915933501
ELF2,234.622812044363,-0.127123473048195,0.130175044801439,0.0242307477068802,0.269188060948796
NDUFC1,12.0685848765885,0.0167113646019987,0.11491175296044,0.608693006154805,0.908477289860815
TBC1D9,27.9923461162952,-0.0174283000708892,0.109726048645937,0.590665159695687,0.902863197486907
ZNF330,12.3889941443131,-0.0187857493151917,0.100611318589777,0.559097039527432,0.892396907089266
INPP4B,182.472831805867,1.27900085166852,0.320534761458024,6.18636357679791e-06,0.00139951885444919
GAB1,306.108489493203,-0.0575648867833429,0.122070124364461,0.15486398619451,0.606483004982777
KLHL2,53.8044888872006,0.0218806394620375,0.0858940044969126,0.492768598292328,0.865960761704039
CPE,169.321088914946,-0.0294367791653954,0.117507836377138,0.393904184087961,0.820969674257149
RPL34,37.759945118778,0.038343528477009,0.123672192352214,0.292980193732571,0.749004802314185
WFS1,6.98205366121086,0.0313504662027763,0.145180995865639,0.395333710504018,0.822023876955536
GAR1,16.1812854752743,-0.220637150881742,0.350573391646215,0.0209242849720695,0.247418320330487
FRG1,20.8720169008899,0.0559623864605564,0.121399263380951,0.162585679762364,0.611613371422682
CLCN3,120.421842293944,-0.0271202140682661,0.0763137519046621,0.385851754838573,0.816292853716664
AADAT,28.2156273864049,-0.0112984314920319,0.0839778240528448,0.712858868271462,0.938528366155136
GALNT7,108.097672489185,0.0542821421869454,0.11188252002188,0.166998666244353,0.617426459534319
DHX15,119.489187657109,-0.0332503612125944,0.0756199921135604,0.293952021902126,0.750369329914093
SEPSECS,20.5683285976845,0.00502135223678809,0.0812039935829102,0.86786943501573,0.976267599195028
TRIM2,416.099179329714,-0.0480537715024533,0.117897594492281,0.208153050778602,0.673618104948835
SLC2A9,21.4863615482246,0.048724366483448,0.127683022563596,0.20897242688006,0.674283055106077
FBXW7,211.870107192635,-0.149647220716335,0.135828783628706,0.0148473576810028,0.204620481143936
NEIL3,15.858358571933,-0.0023357271011348,0.113007943386019,0.941194852581263,0.990133234625952
TBC1D19,112.154396777893,-0.22013078547727,0.142441613680754,0.00322053871368882,0.0828632171183024
NSD2,219.716714248372,-0.0228150299962212,0.0727314500633702,0.450034874196551,0.850727786248397
SH3D19,508.033332974232,0.0506855813408308,0.137238083322378,0.20197688736275,0.665314948761008
STIM2,176.320919690345,-0.0650172207576239,0.100019240239575,0.110178592137601,0.533797478141437
MFSD10,11.2687522335832,-0.0797453900868993,0.202548491240175,0.115632949623833,0.544341996855027
GLRB,40.8755949021224,-0.0454283730200033,0.113957492883583,0.225095357861586,0.693956074748622
RAPGEF2,191.080032890666,-0.0195777853196309,0.0601429242619338,0.460075809895233,0.855896221161915
SNX25,85.3491879325118,0.00741807389381313,0.0759772334438303,0.803303643785288,0.960110671598981
LRP2BP,46.6430559048465,0.0189070391039844,0.0900093478791889,0.551788439635067,0.889837712336846
UFSP2,30.9716618525793,0.038578809335831,0.103631135123375,0.278668488544007,0.738009546804562
KLF3,54.8528088148507,0.000758433843612986,0.070273825714363,0.979015118715578,0.996412863656371
KLHL5,103.022262326136,0.020546248712465,0.0889167513743183,0.519814637090269,0.877447139954251
FAM149A,13.5004389546103,-0.028738059479733,0.139364418850983,0.424932916848072,0.839221607289804
NCAPG,26.8703408183818,-0.00653775099420737,0.140242257062366,0.84950639560724,0.973019552530377
UGDH,32.5199563423644,0.0103171857264159,0.0940458017784662,0.739677187624995,0.944578679307229
PPARGC1A,69.359239600842,0.690924452638764,0.538917251408717,0.00177705085626506,0.0585352740841154
DDX25,14.1473964511721,0.0535764524545521,0.160925670743712,0.201577638289049,0.66508417256073
CRYAB,27.3665171368277,-0.166713075171916,0.294610392066201,0.0327364721796958,0.312478521728784
CTSC,25.5442017684117,0.0131931111279867,0.15177916268962,0.713613790762936,0.939006733016638
CCDC34,18.3468478771575,0.0605054358444828,0.134285719943112,0.146870394895166,0.594723416005756
ZBTB16,259.225472456109,0.0110786470608106,0.0921046036225101,0.721198594014617,0.940578500837137
ELP4,184.378692162236,0.169361724479159,0.173653246494164,0.0133886552563535,0.191334894545504
ZPR1,8.2060281582526,-0.0215053514113618,0.115713776063533,0.517765784845589,0.875798181609607
MTCH2,61.2767585083717,0.0498812883112175,0.0942657811163811,0.179569876957188,0.636583914677334
FNBP4,247.515661470984,-0.0234533791992825,0.0635450856671475,0.397028996055316,0.823102553793623
TECTA,19.992924774592,0.0519234509127974,0.140518128222025,0.196291729250217,0.658782005137868
SC5D,17.8708211951151,0.0883801880442777,0.193277247254916,0.0882045251803766,0.487710362354123
JHY,9.40081487467429,-0.760849281640216,0.727094545865223,0.00212368466347828,0.0654312869385392
B3GAT1,111.290132227824,0.0287466535165891,0.0970101812592796,0.391173006170575,0.818813607539314
HSPA8,35.8886551098356,0.00325932078957846,0.0891110691960909,0.914965709793294,0.988329055564298
VWA5A,9.90023818585216,-0.308025830574471,0.432645050327748,0.0125101542796872,0.185175515715946
SIAE,17.0980840727838,-0.332378410910982,0.363090807746125,0.00647859619083572,0.12826762617769
LPXN,35.462527781338,-0.0506995519886453,0.125826314215999,0.194905016705618,0.657942208338124
DTX4,10.6590432280674,0.000485092644494478,0.128949185135709,0.988323105899303,0.997474245768741
ATG2A,17.9523002787367,0.0414352240173606,0.116606892682609,0.259259374401748,0.72026695055975
EHD1,11.7622235869054,-0.143693730311847,0.297425762955511,0.0488709927887845,0.375617438165081
OSBP,48.0154391485955,0.00531579733078805,0.07433345354495,0.857039115247709,0.97512801212944
PUS3,5.98317456678402,-0.0247443816317486,0.136797817835558,0.483324439100656,0.863884699615995
DCPS,11.7003636786442,-0.0527870668971026,0.147735187726958,0.196061868848739,0.658782005137868
KMT5B,157.449992281849,0.0624988193892538,0.0886822753403998,0.104264849635032,0.52197726393488
FOXRED1,27.0601636487176,-0.0110524990429921,0.0865511428115982,0.719905900064293,0.940474149245028
PPP6R3,296.667313185451,-0.0242101420011918,0.0651101225139855,0.391015674300173,0.818627193095699
NRXN2,167.57449223416,0.047163642616661,0.160664022777192,0.246879648264218,0.712193959415061
ST3GAL4,26.7558242862476,-0.110034802818508,0.262600202132558,0.077472511487534,0.458261180431936
CPT1A,32.4740334274193,-0.0207870754693291,0.117372408070519,0.532057169701836,0.88320164263118
CCND1,46.8011230563952,0.0696848118668506,0.174791488589698,0.132577112467381,0.576359528094233
PRPF19,14.07560503055,5.36124215989568e-05,0.095975670376573,0.998607032408406,0.999617543055755
TRIM3,15.5655749002102,-0.0309223565152143,0.113792346997993,0.371344281605682,0.80703605880952
CHORDC1,41.7761045138852,-0.0633355649569216,0.13281220453409,0.134105890851826,0.577976143534651
PANX1,18.348239629386,0.0151060708007128,0.103446786703159,0.635176682252641,0.916355892411236
ARHGEF17,38.436956976853,-0.0693838143766738,0.145921859767938,0.117706782309776,0.550962436415691
CEP164,76.8204714644996,-0.115194913781023,0.161117581499213,0.0390159959097104,0.339135061752225
RNF141,20.0575668401247,-0.0169259135109173,0.0988203430070742,0.595268455581979,0.90543954740264
CEP126,21.7456001741578,-0.0248645473255328,0.133261475435561,0.477426371006965,0.861561602403947
EIF4G2,100.483438849867,-0.00973141176003033,0.0785389256233051,0.74703121018538,0.945306214119488
GALNT18,52.4946416715107,-0.638707465254809,0.535303812011732,0.00225907937125683,0.067045449656855
BIRC2,38.8128458485265,-0.0110923431708874,0.0797943086150767,0.714938263130131,0.939100545018654
UBE4A,83.4420593570471,0.0199512489531882,0.0699684756093161,0.497639257828739,0.867252136826538
DDX6,79.3432046673756,-0.00376901291398545,0.0580098849476609,0.884283723920523,0.979651049561242
CBL,76.9728837516738,0.00164746437766475,0.0698926026748197,0.954338768192577,0.991467102558617
NECTIN1,21.224161176337,0.0326293089949782,0.150280934454668,0.384527393420467,0.816292853716664
HIPK3,111.28691539958,-0.0602337828339856,0.123425474696495,0.143073686082535,0.590720900871074
KIAA1549L,108.813471639237,-0.0431908261531666,0.098042579778528,0.233181059165469,0.701591191817811
FBXO3,27.4635931578009,0.00148675377339747,0.0733056701979259,0.959538402790612,0.992763105497767
PDHX,78.2133153262059,0.0163211379287353,0.0658622800597599,0.563499463939162,0.894441058057589
SLC1A2,602.864731356017,0.18208752618776,0.343660008649264,0.0338113434974698,0.319714517771816
COMMD9,9.27156041875157,-0.0360287844883256,0.120346373636613,0.314845921433022,0.765870669536727
ACCS,11.9170450868696,-0.0279129442459666,0.106730699829561,0.408369285730279,0.828342433497247
MDK,21.6035458381726,-0.0234966978253547,0.116001926784491,0.483495395911378,0.863884699615995
AMBRA1,171.466044060827,-0.0289478320242573,0.0687134702050641,0.326696332372149,0.774587507443556
MADD,34.1196256106247,-0.0328892086634279,0.114432493247207,0.346990956995974,0.790053470258588
PTPMT1,9.09647674372235,0.0297637338477637,0.110377829010359,0.384589149172305,0.816292853716664
NAA40,24.0087440645783,0.00315767011790739,0.0886717374347773,0.917559425132521,0.988329055564298
CD81,64.0570642938434,0.00999471279516827,0.0956011164466138,0.747744841989794,0.945306214119488
SLC35F2,10.2692471622784,-0.0407428160222536,0.156452214338066,0.29960547092395,0.753002949822834
ELMOD1,44.0963649650483,-0.0828593373620852,0.173465639810261,0.0918312858654196,0.496418898794581
SOX6,2301.65598142307,-0.00911970240845933,0.0983240779333304,0.769407329215056,0.949875811088192
C11orf58,193.704103981576,0.0559256954528993,0.120468942815013,0.162344778200351,0.611613371422682
RPS13,26.4421109634032,0.00629334601129261,0.110001171283386,0.84190730338493,0.970911743319819
NUP98,132.399391140424,0.0100343315661932,0.0767447751269549,0.737964922855267,0.944578679307229
NDUFS8,12.4988470979359,0.0232918965396848,0.104553047785154,0.479469075678839,0.861956033798667
CHKA,210.007803414965,0.102456363056753,0.167004124598382,0.0543023944038012,0.39057331067881
EXPH5,11.0041189828831,1.15582905005701,0.657980435731463,0.000408522421071885,0.0242484347953064
HPS5,41.4461867970834,0.00469724466466214,0.0764300307001902,0.874521745020027,0.977621753772298
GTF2H1,58.709167235107,-0.00747890468403955,0.0683298618020824,0.79351613481862,0.958573991503379
PSMD9,16.5911807637636,-0.00843121222913203,0.0852149029349094,0.78276934467835,0.952703754277445
P3H3,12.1821946161823,-0.0114269712949119,0.105484006510721,0.717589174638499,0.9398405970737
PPFIBP1,93.2030797244436,0.00133915599948992,0.105569210208051,0.965704436524784,0.993862568081608
PRPF40B,127.116046658467,0.00610005113769949,0.0799705075456534,0.839542459432514,0.969279222670579
